SPECCD_ID,SCIENTIFIC,COMMON,MARFIS_CODE,MARFIS_COMM,,SPECIES_CODE,SPECIES_NAME,,,,,
7067,RESERVED,RESERVED,,,,,,,,,,
7068,RESERVED,RESERVED,,,,,,,,,,
7069,RESERVED,RESERVED,,,,,,,,,,
7070,RESERVED,RESERVED,,,,,,,,,,
7071,RESERVED,RESERVED,,,,,,,,,,
7072,RESERVED,RESERVED,,,,,,,,,,
7073,RESERVED,RESERVED,,,,,,,,,,
7074,RESERVED,RESERVED,,,,,,,,,,
7075,RESERVED,RESERVED,,,,,,,,,,
7076,RESERVED,RESERVED,,,,,,,,,,
7077,RESERVED,RESERVED,,,,,,,,,,
7078,RESERVED,RESERVED,,,,,,,,,,
7079,RESERVED,RESERVED,,,,,,,,,,
7080,RESERVED,RESERVED,,,,,,,,,,
7081,RESERVED,RESERVED,,,,,,,,,,
7082,RESERVED,RESERVED,,,,,,,,,,
7083,RESERVED,RESERVED,,,,,,,,,,
7084,RESERVED,RESERVED,,,,,,,,,,
7085,RESERVED,RESERVED,,,,,,,,,,
7086,RESERVED,RESERVED,,,,,,,,,,
7087,RESERVED,RESERVED,,,,,,,,,,
7088,RESERVED,RESERVED,,,,,,,,,,
7089,RESERVED,RESERVED,,,,,,,,,,
7090,RESERVED,RESERVED,,,,,,,,,,
7091,RESERVED,RESERVED,,,,,,,,,,
7092,RESERVED,RESERVED,,,,,,,,,,
7093,RESERVED,RESERVED,,,,,,,,,,
7094,RESERVED,RESERVED,,,,,,,,,,
7095,RESERVED,RESERVED,,,,,,,,,,
7096,RESERVED,RESERVED,,,,,,,,,,
7097,RESERVED,RESERVED,,,,,,,,,,
7098,RESERVED,RESERVED,,,,,,,,,,
7099,RESERVED,RESERVED,,,,,,,,,,
7100,NEMATODA C.,NEMATODA C.,,,,,,,,,,
7101,COD WORM,COD WORM,,,,,,,,,,
7110,PORROCAECUM SP.,PORROCAECUM SP.,,,,,,,,,,
7111,PORROCAECUM DECIPIENS,PORROCAECUM DECIPIENS,,,,,,,,,,
7113,CONTRACAECUM SP.,CONTRACAECUM SP.,,,,,,,,,,
7116,ANISAKIS SP.,ANISAKIS SP.,,,,,,,,,,
7500,TURBELLARIA C.,TURBELLARIA C.,,,,,,,,,,
7600,TREMATODA C.,TREMATODA C.,,,,,,,,,,
7601,DIGENEA S.C.,DIGENEA S.C.,,,,,,,,,,
7700,CESTODA C.,CESTODA C.,,,,,,,,,,
8000,"CTENOPHORES,COELENTERATES,PORIFERA P.","CTENOPHORES,COELENTERATES,PORIFERA",,,,,,,,,,
8100,CTENOPHORA P.,COMB JELLIES,,,,,,,,,,
8111,BEROE CUCUMIS,BEROE CUCUMIS,,,,,,,,,,
8113,PLEUROBRACHIA SP.,PLEUROBRACHIA SP.,,,,,,,,,,
8200,COELENTERATA P.,COELENTERATA P.,,,,,,,,,,
8208,ACTINIARIA C.,ANTHOZOA SEA ANEMONES,,,,,,,,,,
8210,PHYSALIA PELAGICA,MAN OF WAR,,,,,,,,,,
8300,ANTHOZOA C.,SEA ANEMONE,,,,,,,,,,
8311,METRIDIUM SENILE,METRIDIUM SENILE,,,,,,,,,,
8313,STOMPHIA COCCINEA,STOMPHIA COCCINEA,,,,,,,,,,
8315,TEALIA  FELINA,TEALIA  FELINA,,,,,,,,,,
8316,HORMATHIA SP.,HORMATHIA SP.,,,,,,,,,,
8317,BOLOCERA SP.,BOLOCERA SP.,,,,,,,,,,
8318,PENNATULA BOREALIS,SEA PEN,,,,,,,,,,
8319,ACTINAUGE VERRILLII,ACTINAUGE VERRILLII,,,,,,,,,,
8320,CERIANTHUS BOREALIS,CERIANTHUS BOREALIS,,,,,,,,,,
8321,EPIZOANTHUS INCRUSTATUS,EPIZOANTHUS INCRUSTATUS,,,,,,,,,,
8322,PRIMNOA RESEDAEFORMIS,SEA CORN,,,,,,,,,,
8323,PARAGORGIA ARBOREA,BUBBLE GUM CORAL,,,,,,,,,,
8324,EUNEPHTHYA RUBIFORMIS,"SEA CAULIFLOWER, STRAWBERRIES",,,,,,,,,,
8325,KERATOISIS ORNATA,GOLD-BANDED/BAMBOO CORAL,,,,,,,,,,
8326,ACANTHOGORGIA ARMATA,ACANTHOGORGIA ARMATA,,,,,,,,,,
8327,CAPNELLA SPP,SEA CAULIFLOWER = DUVA SPP,,,,,,,,,,
8328,ANTHOMASTUS GRANDIFLORUS,ANTHOMASTUS GRANDIFLORUS,,,,,,,,,,
8329,ACANELLA ARBUSCULA,ACANELLA ARBUSCULA,,,,,,,,,,
8330,RADICIPES GRACILIS,RADICIPES GRACILIS,,,,,,,,,,
8331,LOPHELIA PERTUSA,SPIDER HAZARDS CORAL,,,,,,,,,,
8332,ANTHOZOA,CORAL (NS),,,,,,,,,,
8333,PARAMURICEA SPP,BLACK CORAL,,,,,,,,,,
8334,BATHYPATHES SPP,BLACK CORAL,,,,,,,,,,
8335,FLABELLUM SP,CUP CORAL,,,,,,,,,,
8400,HYDROZOA C.,HYDROZOA C.,,,,,,,,,,
8405,SERTULARIA SP.,GARLAND HYDROIDS,,,,,,,,,,
8411,AGLANTHA DIGITALE,AGLANTHA DIGITALE,,,,,,,,,,
8421,OBELIA SP.,HYDROMEDUSAE,,,,,,,,,,
8500,SCYPHOZOA C.,JELLYFISHES,,,,,,,,,,
8511,CYANEA CAPILLATA,PINK JELLYFISH,,,,,,,,,,
8520,PELAGIA NOCTILUCA,JELLYFISH,,,,,,,,,,
8530,SEA CORALS (NS),SEA CORALS (NS),,,,,,,,,,
8600,PORIFERA P.,SPONGES,,,,,,,,,,
8601,VAZELLA POURTALESI,RUSSIAN HAT SPONGE,,,,,,,,,,
8610,POLYMASTIA SP.,POLYMASTIA SP.,,,,,,,,,,
8611,POLYMASTIA MAMMILARIS,POLYMASTIA MAMMILARIS,,,,,,,,,,
8612,TENTORIUM SEMISUBERITES,TENTORIUM SEMISUBERITES,,,,,,,,,,
8613,SUBERITES FICUS,FIG SPONGE,,,,,,,,,,
8614,IOPHON SP,IOPHON SP,,,,,,,,,,
8615,MYCALE SP.,MYCALE SP.,,,,,,,,,,
8616,MYCALE LINGUA,MYCALE LINGUA,,,,,,,,,,
8617,BIEMNA VARIANTIA,BIEMNA VARIANTIA,,,,,,,,,,
8618,HALICLONA SP.,HALICLONA SP.,,,,,,,,,,
8620,HALICHONDRIA SITIENS,HALICHONDRIA SITIENS,,,,,,,,,,
8621,HALICLONA OCULATA,EYED SPONGE,,,,,,,,,,
8622,HORMATHIA TUBERCULOSA,HORMATHIA TUBERCULOSA,,,,,,,,,,
8623,HALICHONDRIA PANACEA,BREADCRUMB SPONGE,,,,,,,,,,
8624,PHAKELLIA VENTILABRUM,PHAKELLIA VENTILABRUM,,,,,,,,,,
8700,SIPHONOPHORA O.,SIPHONOPHORA O.,,,,,,,,,,
9000,"UNID REMAINS,DIGESTED","UNID REMAINS,DIGESTED",,,,,,,,,,
9001,UNID FISH AND INVERTEBRATES,UNID FISH AND INVERTEBRATES,,,,,,,,,,
9002,UNID FISH AND REMAINS,UNID FISH AND REMAINS,,,,,,,,,,
9003,UNID FISH AND EGGS,UNID FISH AND EGGS,,,,,,,,,,
9100,MUCUS,MUCUS,,,,,,,,,,
9200,STONES AND ROCKS,STONES AND ROCKS,,,,,,,,,,
9300,THALLOPHYTA C.,"SEAWEED,(ALGAE),KELP",,,,,,,,,,
9301,FUCUS SP.,BROWN ROCKWEED,,,,,,,,,,
9302,ULVA SP.,SEA LETTUCE,,,,,,,,,,
9303,PHAEOPHYCEAE C.,BROWN SEAWEEDS,,,,,,,,,,
9304,RHODOPHYCEAE,RED SEAWEEDS,,,,,,,,,,
9305,"	ZOSTERA MARINA	 ","	EEL GRASS	 ",,,,,,,,,,
9306,"	DESMARESTIA SPP.	 ","	SOUR WEED (UNSPECIFIED)	 ",,,,,,,,,,
9307,"	DESMARESTIA VIRIDIS	 ","	SOUR WEED	 ",,,,,,,,,,
9308,"	DESMARESTIA ACULEATA	 ","	SOUR WEED	 ",,,,,,,,,,
9309,"	CHORDA FILUM	 ","	SHOELACE	 ",,,,,,,,,,
9310,"	CHORDARIA FLAGELLIFORMIS	 ","	SHOELACE (BRANCHED)	 ",,,,,,,,,,
9311,"	STYPOCAULON SCOPARIA	 ","	MONKEY FUR	 ",,,,,,,,,,
9312,"	PUNCTARIA SPP.	 ","	RIBBON WEED	 ",,,,,,,,,,
9313,"	LEATHESIA DIFFORMIS	 ","	SEA POTATO	 ",,,,,,,,,,
9314,"	ASPEROCOCCUS SPP.	 ","	ROUGH HOLLOW WEED	 ",,,,,,,,,,
9315,"	DICTYOSIPHON FOENICULACEUS	 ","	FALSE SOUR WEED	 ",,,,,,,,,,
9316,ECTOCARPUS SPP.,ECTOCARPUS SPP.,,,,,,,,,,
9317,ELACHISTA FUCICOLA,ELACHISTA FUCICOLA,,,,,,,,,,
9318,PILAYELLA LITTORALIS,PILAYELLA LITTORALIS,,,,,,,,,,
9319,"	SCYTOSIPHON LOMENTARIA	 ","	SAUSAGE WEED	 ",,,,,,,,,,
9320,SPHAEROTRICHIA DIVARICATA,SPHAEROTRICHIA DIVARICATA,,,,,,,,,,
9321,"	LAMINARIA LONGICRURIS	 ","	LASAGNA KELP	 ",,,,,,,,,,
9322,"	LAMINARIA DIGITATA	 ","	HORSETAIL KELP	 ",,,,,,,,,,
9323,"	ALARIA ESCULENTA	 ","	SEA WHIP KELP	 ",,,,,,,,,,
9324,"	SACCORHIZA DERMATODEA	 ","	PIGSKIN KELP	 ",,,,,,,,,,
9325,"	AGARUM CRIBROSUM	 ","	SEA COLANDER/ HOLEY KELP	 ",,,,,,,,,,
9326,RALFSIA VERRUCOSA,RALFSIA VERRUCOSA,,,,,,,,,,
9327,"	FUCUS VESICULOSUS	 ","	BLADDER WRACK	 ",,,,,,,,,,
9328,"	FUCUS DISTICHUS	 ","	ROCK WEED	 ",,,,,,,,,,
9329,"	FUCUS SPIRALIS	 ","	ROCK WEED	 ",,,,,,,,,,
9330,"	FUCUS SERRATUS	 ","	TOOTHED WRACK	 ",,,,,,,,,,
9331,"	ASCOPHYLLUM NODOSUM	 ","	KNOTTED WRACK	 ",,,,,,,,,,
9332,"	CHONDRUS CRISPUS	 ","	IRISH MOSS	 ",,,,,,,,,,
9333,"	FURCELLARIA LUMBRICALIS	 ","	WIREWEED/FOOFOO	 ",,,,,,,,,,
9334,"	PALMARIA PALMATA	 ","	DULSE	 ",,,,,,,,,,
9335,"	PORPHYRA UMBILICALIS	 ","	NORI (LAVER)	 ",,,,,,,,,,
9336,"	PHYCODRYS RUBENS	 ","	SEA OAK	 ",,,,,,,,,,
9337,"	PTILOTA SERRATA	 ","	RED FERN	 ",,,,,,,,,,
9338,"	CORALLINA OFFICINALIS	 ","	CORAL WEED	 ",,,,,,,,,,
9339,"	CERAMIUM SP.	 ","	BANDED WEED	 ",,,,,,,,,,
9340,"	CYSTOCLONIUM PURPUREUM	 ","	BUSHY RED WEED	 ",,,,,,,,,,
9341,"	POLYSIPHONIA SP.	 ","	RED FILAMENTOUS	 ",,,,,,,,,,
9342,"	POLYSIPHONIA LANOSA	 ","	ROCKWEED EPIPHYTE	 ",,,,,,,,,,
9343,"	PHYLLOPHORA PSEUDOCERANOIDES	 ","	FALSE OR DEAD MOSS	 ",,,,,,,,,,
9344,"	POLYIDES ROTUNDUS	 ","	WIREWEED	 ",,,,,,,,,,
9345,"	AHNFELTIA PLICATA	 ","	WIREWEED	 ",,,,,,,,,,
9346,"	MASTOCARPUS STELLATUS	 ","	IRISH MOSS (SIMILAR)	 ",,,,,,,,,,
9347,"	GRACILARIA SPP.	 ","	GRACEFUL RED WEED	 ",,,,,,,,,,
9348,BONNEMAISONIA HAMIFERA,BONNEMAISONIA HAMIFERA,,,,,,,,,,
9349,ANTITHAMNION CRUCIATUM,ANTITHAMNION CRUCIATUM,,,,,,,,,,
9350,CALLITHAMNION BAILEYI,CALLITHAMNION BAILEYI,,,,,,,,,,
9351,CALLITHAMNION TETRAGONUM,CALLITHAMNION TETRAGONUM,,,,,,,,,,
9352,GLOIOSIPHONIA SPP.,GLOIOSIPHONIA SPP.,,,,,,,,,,
9353,"	DASYA BAILLOUVIANA	 ","	CHENILLE WEED	 ",,,,,,,,,,
9354,PLUMARIA PLUMOSA,PLUMARIA PLUMOSA,,,,,,,,,,
9355,"	POLYSIPHONIA SPP.	 ","	TUBED WEEDS	 ",,,,,,,,,,
9356,RHODOMELA CONFERVOIDES,RHODOMELA CONFERVOIDES,,,,,,,,,,
9357,SPERMOTHAMNION SPP.,SPERMOTHAMNION SPP.,,,,,,,,,,
9358,STYLONEMA ALSIDII,STYLONEMA ALSIDII,,,,,,,,,,
9359,LITHOPHYLLUM SPP.,LITHOPHYLLUM SPP.,,,,,,,,,,
9360,LITHOTHAMNIUM SPP.,LITHOTHAMNIUM SPP.,,,,,,,,,,
9361,"	CLADOPHORA	 ","	MERMAIDS HAIR	 ",,,,,,,,,,
9362,"	ENTEROMORPHA SP.	 ","	HOLLOW GREEN WEED	 ",,,,,,,,,,
9363,"	CHAETOMORPHA AEREA	 ","	GREEN THREAD	 ",,,,,,,,,,
9364,"	CODIUM FRAGILE	 ","	DEAD MANS FINGERS, OYSTER THIEF (GREEN FLEECE)	 ",,,,,,,,,,
9365,GOMONTIA POLYRHIZA,GOMONTIA POLYRHIZA,,,,,,,,,,
9366,"	MONOSTRTOMA SPP.	 ","	SEA LETTUCE (UNSPECIED)	 ",,,,,,,,,,
9367,"	MONOSTROMA GREVILLEI	 ","	SEA LETTUCE	 ",,,,,,,,,,
9368,"	MONOSTROMA OXYSPERMUM	 ","	SEA LETTUCE	 ",,,,,,,,,,
9369,RHIZOCLONIUM SPP.,RHIZOCLONIUM SPP.,,,,,,,,,,
9370,SPONGOMORPHA AERUGINOSA,SPONGOMORPHA AERUGINOSA,,,,,,,,,,
9371,PRASIOLA STIPITATA,PRASIOLA STIPITATA,,,,,,,,,,
9400,"FOREIGN ARTICLES,GARBAGE","FOREIGN ARTICLES,GARBAGE",,,,,,,,,,
9405,INSECTA C.,LAND INSECTS,,,,,,,,,,
9406,DIPTERA O.,DIPTERA O.,,,,,,,,,,
9410,AVES C.,G.LAND BIRD,,,,,,,,,,
9430,CHELONIA O.,TORTOISES AND SEA GOING TURTLES,,,,,,,,,,
9431,CHELONIA MYDAS,GREEN SEA TURTLE,,,,,,,,,,
9432,ERETMOCHELYS IMBRICATA,HAWKSBILL SEA TURTLE,,,,,,,,,,
9433,LEPODOCHELYS KEMPII,KEMPS RIDLEY  SEA TURTLE,,,,,,,,,,
9434,LEPODOCHELYS OLIVACEA,OLIVE RIDLEY  SEA TURTLE,,,,,,,,,,
9435,DEMOCHELYS CORIAVEA,LEATHERBACK SEA TURTLE,970,LEATHERBACK TURTLE,,,,,,,,
9436,CARETTA CARETTA,LOGGERHEAD SEA TURTLE,971,LOGGERHEAD TURTLE,,,,,,,,
9437,CHELONIDAE NS,HARD SHELL SEA TURTLE NS,,,,,,,,,,
9450,MORUS BASSANUS,NORTHERN GANNET,,,,,,,,,,
9451,LARUS ARGENTATUS,HERRING GULL,,,,,,,,,,
9452,STERCORARIUS PARASITICUS,PARASITIC JAEGER,,,,,,,,,,
9453,PHALAROPUS LOBATUS,RED-NECKED PHALAROPE,,,,,,,,,,
9454,LARUS DELAWARENSIS,RING-BILLED GULL,,,,,,,,,,
9455,LARUS MARINUS,GREAT BLACK-BACKED GULL,,,,,,,,,,
9456,LARUS CACHINNANS,YELLOW-LEGGED GULL,,,,,,,,,,
9457,LARUS FUSCUS,LESSER BLACK-BACKED GULL,,,,,,,,,,
9458,LARUS RIDIBUNDUS,COMMON BLACK-HEADED GULL,,,,,,,,,,
9460,LARUS ATRICILLA,LAUGHING GULL,,,,,,,,,,
9462,LARUS MINUTUS,LITTLE GULL,,,,,,,,,,
9463,PAGOPHILA EBURNEA,IVORY GULL,,,,,,,,,,
9466,RISSA TRIDACTYLA,BLACK-LEGGED KITTIWAKE,,,,,,,,,,
9467,CHLIDONIAS NIGER,BLACK TERN,,,,,,,,,,
9468,STERNA CASPIA,CASPIAN TERN,,,,,,,,,,
9469,STERNA MAXIMA,ROYAL TERN,,,,,,,,,,
9470,STERNA SANDVICENSIS,SANDWICH TERN,,,,,,,,,,
9471,STERNA HIRUNDO,COMMON TERN,,,,,,,,,,
9472,STERNA PARADISAEA,ARCTIC TERN,,,,,,,,,,
9474,STERNA ANAETHETUS,BRIDLED TERN,,,,,,,,,,
9475,STERNA ANTILLARUM,LEAST TERN,,,,,,,,,,
9476,ALCA TORDA,RAZORBILL,,,,,,,,,,
9477,PHALACROCORAX AURITIUS,DOUBLE-CRESTED CORMORANT,,,,,,,,,,
9478,PHALACROCORAX CARBO,GREAT CORMORANT,,,,,,,,,,
9479,ALLE ALLE,DOVEKIE,,,,,,,,,,
9480,URIA AALGE,COMMON MURRE,,,,,,,,,,
9481,URIA LOMVIA,THICK-BILLED MURRE,,,,,,,,,,
9483,CEPPHUS GRYLLE,BLACK GUILLEMOT,,,,,,,,,,
9484,BRACHYRAMPHUSMARMORATUS,MARBLED MURRELET,,,,,,,,,,
9485,FRATERCULA ARCTICA,ATLANTIC PUFFIN,,,,,,,,,,
9486,FULMARUS GLACIALIS,NORTHERN FULMAR,,,,,,,,,,
9488,PUFFINUS GRAVIS,GREATER SHEARWATER,,,,,,,,,,
9489,PUFFINUS GRISEUS,SOOTY SHEARWATER,,,,,,,,,,
9490,PUFFINUS PUFFINUS,MANX SHEARWATER,,,,,,,,,,
9493,SOMATERIA MOLLISSIMA,COMMON EIDER,,,,,,,,,,
9494,SOMATERIA SPECTABILIS,KING EIDER,,,,,,,,,,
9495,HISTRIONICUS HISTRIONICUS,HARLEQUIN DUCK,,,,,,,,,,
9500,MUD,MUD,,,,,,,,,,
9510,BAIT,BAIT,,,,,,,,,,
9511,"BAIT, SQUID","BAIT, SQUID",,,,,,,,,,
9512,"BAIT, HERRING","BAIT, HERRING",,,,,,,,,,
9513,"BAIT, MACKEREL","BAIT, MACKEREL",,,,,,,,,,
9514,"BAIT, REDFISH","BAIT, REDFISH",,,,,,,,,,
9600,WATER,WATER,,,,,,,,,,
9620,INORGANIC DEBRIS,INORGANIC DEBRIS,,,,,,,,,,
9630,ORGANIC DEBRIS,ORGANIC DEBRIS,,,,,,,,,,
9631,ELASMOBRANCH EGG - EMPTY,SKATE EGG PURSE - EMPTY,,,,,,,,,,
9650,FLUID,FLUID,,,,,,,,,,
9700,SAND,SAND,,,,,,,,,,
9800,OIL(CRUDE),OIL(CRUDE),,,,,,,,,,
9990,MIXED SPECIES,MIXED SPECIES,,,,,,,,,,
9991,UNIDENTIFIED,FIRST UNIDENTIFIED PER SET,,,,,,,,,,
9992,UNIDENTIFIED,SECOND UNIDENTIFIED PER SET,,,,,,,,,,
9993,UNIDENTIFIED,THIRD UNIDENTIFIED PER SET,,,,,,,,,,
9994,UNIDENTIFIED,FOURTH UNIDENTIFIED PER SET,,,,,,,,,,
9995,UNIDENTIFIED,FIFTH UNIDENTIFIED PER SET,,,,,,,,,,
9996,UNIDENTIFIED,SIXTH UNIDENTIFIED PER SET,,,,,,,,,,
9997,UNIDENTIFIED,SEVENTH UNIDENTIFIED PER SET,,,,,,,,,,
9998,UNIDENTIFIED,EIGHTH UNIDENTIFIED PER SET,,,,,,,,,,
9999,UNIDENTIFIED,NINTH UNIDENTIFIED PER SET,,,,,,,,,,
